cat__Parental_Involvement_Low,cat__Parental_Involvement_Medium,cat__Access_to_Resources_Low,cat__Access_to_Resources_Medium,cat__Extracurricular_Activities_Yes,cat__Motivation_Level_Low,cat__Motivation_Level_Medium,cat__Internet_Access_Yes,cat__Parental_Education_Level_High School,cat__Parental_Education_Level_Postgraduate,cat__Learning_Disabilities_Yes,cat__Teacher_Quality_Low,cat__Teacher_Quality_Medium,cat__Family_Income_Low,cat__Family_Income_Medium,cat__Distance_from_Home_Moderate,cat__Distance_from_Home_Near,cat__Peer_Influence_Neutral,cat__Peer_Influence_Positive,remainder__Attendance,remainder__Hours_Studied,remainder__Previous_Scores,remainder__Tutoring_Sessions,Exam_Grade
0.10137984246986353,0.0,0.0,0.8986201575301365,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10137984246986353,0.0,0.8986201575301365,0.0,0.10137984246986353,0.10137984246986353,0.8986201575301365,77.0,23.290341102710954,56.59448063012054,2.8986201575301367,distinction
0.0,0.7918913237957292,0.0,0.20810867620427076,1.0,0.0,0.20810867620427076,1.0,0.20810867620427076,0.7918913237957292,0.20810867620427076,0.0,1.0,0.7918913237957292,0.20810867620427076,1.0,0.0,0.20810867620427076,0.7918913237957292,69.16756529518291,24.208108676204272,52.62432602861281,1.6243260286128125,distinction
0.0,0.18842799564845192,0.0,0.18842799564845192,0.18842799564845192,0.8115720043515481,0.18842799564845192,0.18842799564845192,0.0,1.0,0.0,0.0,1.0,0.18842799564845192,0.8115720043515481,0.0,1.0,0.0,0.18842799564845192,68.6231440087031,25.05786002175774,93.68100403046084,0.18842799564845192,distinction
0.5177259999184565,0.48227400008154353,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48227400008154353,0.5177259999184565,0.0,0.48227400008154353,1.0,0.0,0.48227400008154353,0.5177259999184565,0.5177259999184565,0.48227400008154353,70.51772599991845,22.964548000163088,54.070903999673824,1.0,distinction
0.0,1.0,0.0,1.0,0.05731031001048681,0.0,1.0,0.05731031001048681,0.05731031001048681,0.0,0.0,0.9426896899895132,0.05731031001048681,0.0,0.0,0.0,0.05731031001048681,1.0,0.0,69.22924124004194,30.656138139937077,52.229241240041944,2.0,distinction
0.0,0.0,0.0,0.1745898512471864,1.0,0.8254101487528136,0.1745898512471864,1.0,0.8254101487528136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8254101487528136,0.0,0.1745898512471864,87.73033193378657,19.047539107483118,54.52376955374156,1.3491797024943728,distinction
0.0,1.0,0.0,0.29257372483806765,0.7074262751619323,1.0,0.0,1.0,0.29257372483806765,0.0,0.0,0.0,1.0,0.7074262751619323,0.29257372483806765,0.0,0.29257372483806765,1.0,0.0,90.8777211745142,18.707426275161932,85.90396785226706,0.5851474496761353,distinction
0.0,0.7117779449909495,0.0,0.7117779449909495,0.2882220550090505,0.7117779449909495,0.2882220550090505,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7117779449909495,0.0,92.13533383497285,16.847111779963797,78.88222055009051,2.576444110018101,distinction
0.10164472483233467,0.0,0.10164472483233467,0.8983552751676653,0.8983552751676653,0.0,0.8983552751676653,1.0,0.0,0.0,0.0,0.0,0.8983552751676653,0.10164472483233467,0.0,0.0,1.0,0.0,0.8983552751676653,88.79671055033533,18.0,73.60986834899401,2.7967105503353307,distinction
0.5826861465545828,0.41731385344541716,0.0,0.0,1.0,0.0,0.5826861465545828,1.0,0.41731385344541716,0.0,0.0,0.0,0.5826861465545828,0.0,0.41731385344541716,0.0,0.5826861465545828,0.5826861465545828,0.41731385344541716,73.66148917243666,12.826861465545829,53.417313853445414,1.582686146554583,distinction
0.0,0.8758926322862226,0.0,1.0,1.0,0.0,1.0,1.0,0.8758926322862226,0.0,0.0,0.0,0.1241073677137774,0.0,0.0,0.0,1.0,0.8758926322862226,0.1241073677137774,97.75892632286222,24.13124842600356,76.5035705291449,0.3723221031413322,distinction
0.0,0.12141490550497214,0.0,1.0,0.12141490550497214,0.0,1.0,1.0,0.8785850944950279,0.12141490550497214,0.0,0.0,0.12141490550497214,1.0,0.0,0.0,1.0,0.0,1.0,73.1500956614652,21.0,93.27151056697016,1.0,distinction
0.0,1.0,0.0,0.2788676426431763,1.0,0.0,0.2788676426431763,1.0,0.2788676426431763,0.7211323573568237,0.0,0.0,1.0,0.7211323573568237,0.0,0.7211323573568237,0.2788676426431763,0.2788676426431763,0.7211323573568237,70.83660292792953,24.278867642643178,53.115470570572704,1.2788676426431764,distinction
0.18378466510790115,0.8162153348920989,0.8162153348920989,0.0,0.0,0.0,1.0,1.0,0.18378466510790115,0.8162153348920989,0.18378466510790115,0.0,0.0,0.0,0.18378466510790115,0.0,1.0,0.18378466510790115,0.0,76.18378466510791,10.735138660431605,75.81621533489209,1.0,distinction
0.0,1.0,0.6716145003833947,0.0,0.32838549961660535,0.0,0.6716145003833947,1.0,0.32838549961660535,0.6716145003833947,0.0,0.0,0.32838549961660535,0.32838549961660535,0.0,0.0,1.0,0.0,0.32838549961660535,76.0,11.970312997699633,71.73098850498413,0.6716145003833947,distinction
0.0,0.4872120069219139,0.0,0.4872120069219139,0.5127879930780861,0.5127879930780861,0.4872120069219139,1.0,1.0,0.0,0.0,0.0,0.5127879930780861,0.4872120069219139,0.5127879930780861,0.0,0.4872120069219139,0.4872120069219139,0.0,83.0,19.102303944624687,92.8976960553753,1.487212006921914,distinction
0.0,0.9752351224238488,0.0,0.9752351224238488,0.9752351224238488,0.0247648775761512,0.9752351224238488,0.9752351224238488,0.0,1.0,0.0,0.0,1.0,0.9752351224238488,0.0247648775761512,0.0,1.0,0.0,0.9752351224238488,67.0495297551523,21.123824387880756,88.17335414303305,0.9752351224238488,distinction
0.0,1.0,0.0,1.0,0.24881902701993186,0.7511809729800681,0.24881902701993186,1.0,1.0,0.0,0.0,0.0,0.7511809729800681,0.0,0.7511809729800681,0.0,1.0,1.0,0.0,94.49291416211959,19.741733189139524,76.24881902701993,1.5023619459601363,distinction
1.0,0.0,0.0,0.5921103914927199,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5921103914927199,0.0,0.0,1.0,0.40788960850728007,0.0,73.44733765104368,13.44733765104368,54.18422078298544,1.40788960850728,distinction
0.0,0.27963631849320625,0.0,1.0,1.0,0.0,1.0,1.0,0.27963631849320625,0.0,0.0,0.0,0.27963631849320625,0.0,0.7203636815067938,0.0,0.27963631849320625,0.27963631849320625,0.7203636815067938,75.88145472602717,24.279636318493207,56.7203636815068,2.720363681506794,distinction
0.0,1.0,0.8636296725324342,0.13637032746756583,1.0,0.0,0.13637032746756583,1.0,0.0,0.0,0.0,0.0,0.13637032746756583,0.0,1.0,1.0,0.0,0.0,1.0,62.90918458454592,17.45451869012974,91.54548130987027,2.5908890175973025,distinction
0.0,1.0,0.0,1.0,0.7280122577961974,0.0,1.0,0.7280122577961974,0.7280122577961974,0.0,0.0,0.2719877422038026,0.7280122577961974,0.0,0.0,0.0,0.7280122577961974,1.0,0.0,71.9120490311848,26.631926453222817,54.91204903118479,2.0,distinction
0.8131476551679849,0.18685234483201507,0.0,1.0,1.0,0.0,0.8131476551679849,1.0,0.0,0.18685234483201507,0.0,0.18685234483201507,0.8131476551679849,0.0,0.8131476551679849,0.8131476551679849,0.18685234483201507,0.18685234483201507,0.8131476551679849,91.49481875865612,27.439442965503954,90.81314765516798,0.18685234483201507,distinction
0.0,0.0,0.0,0.25747897614372484,0.7425210238562752,0.7425210238562752,0.25747897614372484,1.0,1.0,0.0,0.0,0.0,0.7425210238562752,0.25747897614372484,0.7425210238562752,0.0,0.25747897614372484,0.0,0.25747897614372484,80.68268921470647,22.48504204771255,90.28739488071862,1.0,distinction
0.0,0.7744194946063033,0.0,1.0,0.7744194946063033,0.0,1.0,1.0,0.22558050539369667,0.7744194946063033,0.0,0.0,0.7744194946063033,1.0,0.0,0.0,1.0,0.0,1.0,68.57906353775587,21.0,89.35348303236218,1.0,distinction
0.0,0.6144464355986862,1.0,0.0,1.0,0.0,0.6144464355986862,1.0,1.0,0.0,0.0,0.6144464355986862,0.0,0.6144464355986862,0.0,0.0,1.0,0.0,1.0,97.22889287119737,29.228892871197374,94.92776782200657,1.0,distinction
0.0,0.5066857908540028,0.0,1.0,0.4933142091459972,0.5066857908540028,0.4933142091459972,1.0,0.5066857908540028,0.0,0.0,0.0,1.0,0.0,0.5066857908540028,0.0,1.0,0.5066857908540028,0.4933142091459972,91.02674316341601,18.0,74.52005737256201,2.493314209145997,distinction
0.8560010748931528,0.0,0.1439989251068472,0.8560010748931528,1.0,0.0,0.8560010748931528,1.0,0.1439989251068472,0.0,0.0,0.0,0.8560010748931528,0.0,0.8560010748931528,0.8560010748931528,0.1439989251068472,0.0,1.0,90.86399355064108,28.0,92.00799247574793,0.1439989251068472,distinction
0.7499536818024078,0.25004631819759215,0.7499536818024078,0.0,1.0,0.0,0.0,1.0,0.25004631819759215,0.7499536818024078,0.0,0.0,0.25004631819759215,1.0,0.0,0.0,1.0,0.0,1.0,72.25023159098797,16.0,60.00018527279037,0.7499536818024078,distinction
0.8051168513161777,0.0,0.19488314868382228,0.0,0.19488314868382228,0.0,0.8051168513161777,1.0,1.0,0.0,0.0,0.0,0.8051168513161777,0.8051168513161777,0.0,0.8051168513161777,0.19488314868382228,0.8051168513161777,0.19488314868382228,96.0,24.77953259473529,93.97441574341912,1.8051168513161777,distinction
0.13684516658635681,0.8631548334136432,0.0,0.8631548334136432,0.8631548334136432,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13684516658635681,0.13684516658635681,0.0,0.13684516658635681,0.8631548334136432,1.0,0.0,98.58946450024094,24.863154833413642,79.1895226653817,0.27369033317271363,distinction
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9302805741662705,0.0,0.0,1.0,0.9302805741662705,0.06971942583372948,0.06971942583372948,0.9302805741662705,0.0,1.0,67.55775540666984,20.511964019163894,88.4880359808361,0.9302805741662705,distinction
0.0,0.0,0.0,0.10659527091201293,1.0,0.0,0.8934047290879871,1.0,1.0,0.0,1.0,0.0,1.0,0.8934047290879871,0.0,1.0,0.0,0.10659527091201293,0.8934047290879871,62.89340472908799,7.426381083648051,88.50766620723182,0.3197858127360389,distinction
0.0,1.0,0.38783426957109435,0.0,0.6121657304289057,0.0,0.0,1.0,0.38783426957109435,0.6121657304289057,0.38783426957109435,0.0,1.0,0.6121657304289057,0.38783426957109435,1.0,0.0,0.0,1.0,70.0,22.06082865214453,52.77566853914219,0.6121657304289057,distinction
0.0,1.0,0.0,1.0,0.7121203219303192,0.28787967806968084,0.7121203219303192,1.0,1.0,0.0,0.0,0.0,0.28787967806968084,0.0,0.28787967806968084,0.0,1.0,1.0,0.0,97.27272193158191,22.984842253512234,76.71212032193031,0.5757593561393617,distinction
0.0,0.2753037457381755,0.0,1.0,0.7246962542618245,0.0,1.0,0.7246962542618245,0.7246962542618245,0.0,0.7246962542618245,0.2753037457381755,0.7246962542618245,0.0,0.7246962542618245,0.7246962542618245,0.0,1.0,0.0,66.82591123721453,26.651822474429053,54.17408876278547,3.449392508523649,distinction
0.8364155965798566,0.16358440342014335,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.16358440342014335,0.0,0.16358440342014335,0.8364155965798566,0.16358440342014335,0.0,1.0,0.16358440342014335,0.8364155965798566,70.01849357947914,16.654337613680575,59.49075321026043,0.8364155965798566,distinction
0.13751037810169908,0.0,0.13751037810169908,0.0,0.8624896218983009,0.0,0.8624896218983009,1.0,0.8624896218983009,0.0,0.0,0.0,0.8624896218983009,0.13751037810169908,0.8624896218983009,0.0,1.0,0.0,0.0,89.5874688656949,14.550041512406796,85.03742735328811,3.5874688656949028,distinction
0.6840028588747726,0.31599714112522737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.31599714112522737,0.6840028588747726,0.0,0.31599714112522737,1.0,0.0,0.31599714112522737,0.6840028588747726,0.6840028588747726,0.31599714112522737,70.68400285887478,22.631994282250453,54.736011435499094,1.0,distinction
0.0,0.852212391201674,0.0,1.0,0.852212391201674,0.0,1.0,1.0,0.14778760879832598,0.852212391201674,0.0,0.0,0.852212391201674,1.0,0.0,0.0,1.0,0.0,1.0,68.03451326158829,21.0,88.88672565278995,1.0,distinction
0.0,0.04093394437434539,0.9590660556256546,0.0,1.0,0.0,0.9590660556256546,1.0,0.04093394437434539,0.0,0.0,0.9590660556256546,0.04093394437434539,1.0,0.0,0.0,0.04093394437434539,0.9590660556256546,0.04093394437434539,74.08186788874869,20.795330278128272,63.959066055625655,2.8771981668769637,distinction
0.0,0.049661491459718876,1.0,0.0,1.0,0.0,0.049661491459718876,1.0,1.0,0.0,0.0,0.049661491459718876,0.0,0.049661491459718876,0.0,0.0,1.0,0.0,1.0,96.09932298291943,28.09932298291944,97.7516925427014,1.0,distinction
1.0,0.0,0.6235191951741544,0.0,1.0,0.0,0.0,1.0,0.0,0.6235191951741544,0.37648080482584556,0.0,0.0,1.0,0.0,0.0,1.0,0.37648080482584556,0.6235191951741544,71.0,18.258884828955075,57.87055758552246,1.0,distinction
0.0,0.9368936308844538,0.0,0.0,0.9368936308844538,0.0,0.06310636911554623,1.0,0.9368936308844538,0.0,0.0,0.06310636911554623,0.9368936308844538,0.9368936308844538,0.06310636911554623,0.06310636911554623,0.9368936308844538,0.06310636911554623,0.9368936308844538,75.62136178530672,16.31553184557773,63.18931910734664,0.06310636911554623,distinction
0.6753908314898385,0.3246091685101615,0.0,1.0,1.0,0.0,0.6753908314898385,1.0,0.0,0.3246091685101615,0.0,0.3246091685101615,0.6753908314898385,0.0,0.6753908314898385,0.6753908314898385,0.3246091685101615,0.3246091685101615,0.6753908314898385,92.59687334808129,27.026172494469517,90.67539083148984,0.3246091685101615,distinction
0.0,0.327244013753076,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.327244013753076,0.672755986246924,76.94519612377769,19.036535917481544,94.98173204125922,1.3272440137530759,distinction
0.0,1.0,0.0,0.6627331039457737,0.33726689605422633,0.33726689605422633,0.6627331039457737,1.0,0.6627331039457737,0.0,0.0,0.0,0.33726689605422633,1.0,0.0,0.0,0.6627331039457737,1.0,0.0,85.36086827237959,16.349067584216904,94.63913172762041,1.3254662078915473,distinction
0.0,0.17959978144009592,0.0,1.0,0.8204002185599041,0.17959978144009592,0.8204002185599041,1.0,0.17959978144009592,0.0,0.0,0.0,1.0,0.0,0.17959978144009592,0.0,1.0,0.17959978144009592,0.8204002185599041,89.71839912576039,18.0,73.53879934432028,2.820400218559904,distinction
0.28135062185384163,0.0,0.0,0.28135062185384163,0.7186493781461584,0.28135062185384163,0.7186493781461584,0.7186493781461584,0.7186493781461584,0.0,0.28135062185384163,0.0,0.7186493781461584,0.28135062185384163,0.0,0.7186493781461584,0.28135062185384163,0.7186493781461584,0.28135062185384163,91.43729875629232,22.68810373112305,56.31189626887695,2.0,distinction
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4575753322504318,0.4575753322504318,0.5424246677495682,0.0,0.4575753322504318,0.0,1.0,72.20302732575303,11.118177990253887,58.11817799025388,0.5424246677495682,distinction
0.0,0.0,0.5246141446445176,0.4753858553554824,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5246141446445176,0.0,0.5246141446445176,0.4753858553554824,0.0,0.0,0.5246141446445176,0.4753858553554824,75.42615756606645,22.426157566066447,60.67229901251162,3.0,distinction
0.0,0.783000231347202,0.783000231347202,0.0,0.783000231347202,0.21699976865279802,0.0,0.783000231347202,0.0,0.21699976865279802,0.0,0.0,0.21699976865279802,0.0,1.0,0.783000231347202,0.21699976865279802,0.0,0.783000231347202,62.73599814922238,19.735998149222382,91.86799907461119,2.3490006940416057,distinction
0.0,1.0,0.24984677056848748,0.7501532294315125,1.0,0.0,0.7501532294315125,1.0,0.0,0.0,0.0,0.0,0.7501532294315125,0.0,1.0,1.0,0.0,0.0,1.0,71.50214521204117,14.99938708227395,94.00061291772604,0.7495403117054624,distinction
0.0,1.0,0.4568178045561352,0.0,0.5431821954438648,0.0,0.0,1.0,1.0,0.0,0.4568178045561352,0.0,0.4568178045561352,0.0,1.0,0.4568178045561352,0.0,0.0,1.0,69.45681780455614,12.481813654673623,54.0,0.5431821954438648,distinction
0.8456673490987714,0.1543326509012286,0.0,0.0,1.0,0.0,0.8456673490987714,1.0,0.1543326509012286,0.0,0.0,0.0,0.8456673490987714,0.0,0.1543326509012286,0.0,0.8456673490987714,0.8456673490987714,0.1543326509012286,75.76533879279017,15.456673490987715,53.15433265090123,1.8456673490987714,distinction
0.11423713859139584,0.0,0.8857628614086042,0.0,0.8857628614086042,0.0,0.11423713859139584,1.0,1.0,0.0,0.0,0.0,0.11423713859139584,0.11423713859139584,0.0,0.11423713859139584,0.8857628614086042,0.11423713859139584,0.8857628614086042,96.0,27.54305144563442,97.42881430704303,1.1142371385913958,distinction
1.0,0.0,0.0,0.7446466497710985,0.7446466497710985,0.0,1.0,1.0,0.2553533502289015,0.0,0.0,0.0,1.0,0.2553533502289015,0.7446466497710985,1.0,0.0,0.2553533502289015,0.7446466497710985,91.53212010137341,26.978586599084394,91.5107067004578,0.510706700457803,distinction
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.17202353649774849,0.0,0.0,1.0,0.17202353649774849,0.8279764635022515,0.8279764635022515,0.17202353649774849,0.0,1.0,73.62381170801801,15.20416475548424,93.79583524451576,0.17202353649774849,distinction
0.0,1.0,0.0,1.0,0.3779940386261531,0.0,1.0,0.3779940386261531,0.3779940386261531,0.0,0.0,0.6220059613738469,0.3779940386261531,0.0,0.0,0.0,0.3779940386261531,1.0,0.0,70.51197615450461,28.73203576824308,53.51197615450461,2.0,distinction
0.0,0.018818441206157832,0.0,0.0,1.0,1.0,0.0,1.0,0.9811815587938422,0.0,0.0,0.0,1.0,0.018818441206157832,0.9811815587938422,0.0,0.0,0.018818441206157832,0.0,83.13172908844311,22.92472623517537,89.01881844120616,0.9811815587938422,distinction
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.4662532815278354,0.0,0.0,1.0,0.4662532815278354,0.5337467184721646,0.5337467184721646,0.4662532815278354,0.0,1.0,71.26997374777731,17.26377297069485,91.73622702930516,0.4662532815278354,distinction
0.0,1.0,0.20806437703623593,0.0,0.7919356229637641,0.0,0.0,1.0,0.20806437703623593,0.7919356229637641,0.20806437703623593,0.0,1.0,0.7919356229637641,0.20806437703623593,1.0,0.0,0.0,1.0,70.0,22.95967811481882,52.416128754072474,0.7919356229637641,distinction
0.5976929586176281,0.40230704138237194,0.5976929586176281,0.40230704138237194,0.0,0.40230704138237194,0.0,1.0,0.40230704138237194,0.0,0.0,0.0,0.40230704138237194,0.5976929586176281,0.40230704138237194,0.0,1.0,0.40230704138237194,0.0,89.41384224829423,18.0,77.79307887585288,1.402307041382372,distinction
0.4249535190624304,0.5750464809375696,1.0,0.0,1.0,0.5750464809375696,0.0,1.0,0.5750464809375696,0.4249535190624304,0.0,0.0,0.5750464809375696,1.0,0.0,0.0,0.4249535190624304,0.0,1.0,73.30018592375028,19.450278885625416,63.02532536656299,1.5750464809375697,distinction
0.3828831472841835,0.0,0.0,0.3828831472841835,1.0,0.6171168527158165,0.3828831472841835,1.0,0.6171168527158165,0.0,0.0,0.0,1.0,0.0,1.0,0.3828831472841835,0.0,0.0,0.3828831472841835,85.68018203098929,24.914415736420917,89.76576629456837,0.6171168527158165,distinction
0.0,0.28092437948918825,0.0,0.0,1.0,0.28092437948918825,0.7190756205108118,1.0,0.7190756205108118,0.0,0.0,0.0,1.0,0.28092437948918825,0.7190756205108118,0.0,0.7190756205108118,0.28092437948918825,0.0,90.0,15.404621897445942,87.12369751795676,2.876302482043247,distinction
0.5475178840599945,0.45248211594000554,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.45248211594000554,0.0,0.45248211594000554,0.5475178840599945,0.45248211594000554,0.0,1.0,0.45248211594000554,0.5475178840599945,68.28510730435997,17.809928463760023,60.357446347820016,0.5475178840599945,distinction
0.0,1.0,0.05622188863163091,0.9437781113683691,0.9437781113683691,0.0,0.9437781113683691,1.0,1.0,0.0,0.05622188863163091,0.0,1.0,0.0,0.05622188863163091,0.05622188863163091,0.9437781113683691,0.9437781113683691,0.05622188863163091,72.83133433410511,24.662668668210216,55.88755622273674,1.8875562227367382,distinction
1.0,0.0,0.7491096834658952,0.25089031653410476,1.0,0.0,0.25089031653410476,1.0,0.0,0.7491096834658952,0.0,0.0,0.25089031653410476,1.0,0.0,0.0,1.0,0.0,0.7491096834658952,71.0,14.745548417329477,57.996438733863585,1.0,distinction
0.0,1.0,0.0,1.0,0.8994372679165556,0.10056273208344435,0.8994372679165556,1.0,1.0,0.0,0.0,0.0,0.10056273208344435,0.0,0.10056273208344435,0.0,1.0,1.0,0.0,98.39662360749934,24.29606087541589,76.89943726791655,0.2011254641668887,distinction
0.3932614850992152,0.0,0.0,0.6067385149007848,0.3932614850992152,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3932614850992152,0.6067385149007848,0.0,0.0,1.0,1.0,0.0,82.46064663410706,17.606738514900783,57.24716960430549,2.0,distinction
0.616712707646776,0.0,0.0,1.0,0.383287292353224,0.616712707646776,0.383287292353224,1.0,1.0,0.0,0.383287292353224,0.0,1.0,0.616712707646776,0.383287292353224,0.383287292353224,0.616712707646776,0.383287292353224,0.616712707646776,68.4668508305871,23.14986187705967,53.76657458470645,2.149861877059672,distinction
0.860798936915495,0.0,0.0,0.13920106308450497,0.13920106308450497,0.0,0.860798936915495,1.0,1.0,0.0,1.0,0.0,0.13920106308450497,0.0,0.860798936915495,0.13920106308450497,0.860798936915495,1.0,0.0,74.91198405373243,13.582396810746484,75.1392010630845,1.27840212616901,distinction
0.0,0.34619688668032766,0.6538031133196723,0.0,1.0,0.34619688668032766,0.0,1.0,0.6538031133196723,0.0,0.0,0.0,0.34619688668032766,0.34619688668032766,0.0,0.0,0.6538031133196723,0.34619688668032766,0.6538031133196723,93.92281867991804,24.88422801987705,95.23042490655737,0.6538031133196723,distinction
0.6537867511244616,0.0,0.0,0.3462132488755384,1.0,0.0,0.3462132488755384,1.0,0.0,0.0,0.6537867511244616,0.0,0.0,0.6537867511244616,0.3462132488755384,0.0,0.6537867511244616,0.6537867511244616,0.3462132488755384,73.07727949325323,22.692426497751075,56.346213248875536,1.6924264977510768,distinction
0.35019868102321905,0.649801318976781,1.0,0.0,1.0,0.649801318976781,0.0,1.0,0.649801318976781,0.35019868102321905,0.0,0.0,0.649801318976781,1.0,0.0,0.0,0.35019868102321905,0.0,1.0,73.59920527590712,19.898807913860686,63.548609232837464,1.649801318976781,distinction
0.0,1.0,0.3827804170055419,0.6172195829944581,1.0,0.0,0.6172195829944581,1.0,0.0,0.0,0.0,0.0,0.6172195829944581,0.0,1.0,1.0,0.0,0.0,1.0,69.64107416192242,15.531121668022168,93.46887833197783,1.1483412510166255,distinction
0.8848079470306509,0.11519205296934909,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.11519205296934909,0.0,0.11519205296934909,0.8848079470306509,0.11519205296934909,0.0,1.0,0.11519205296934909,0.8848079470306509,70.30884768218391,16.460768211877397,59.345576158908045,0.8848079470306509,distinction
0.0,0.768642357740591,0.0,1.0,0.768642357740591,0.0,1.0,1.0,0.23135764225940902,0.768642357740591,0.0,0.0,0.768642357740591,1.0,0.0,0.0,1.0,0.0,1.0,68.61950349581586,21.0,89.38814585355645,1.0,distinction
0.40424164210703917,0.5957583578929608,0.0,0.40424164210703917,1.0,0.5957583578929608,0.40424164210703917,1.0,0.0,0.0,0.0,0.0,1.0,0.5957583578929608,0.40424164210703917,0.40424164210703917,0.0,0.5957583578929608,0.40424164210703917,90.0,22.638174778963354,90.40424164210704,0.0,distinction
0.0,0.9932651964297465,0.9932651964297465,0.0,0.9932651964297465,0.0,0.006734803570253467,1.0,0.0,0.9932651964297465,0.9932651964297465,0.006734803570253467,0.9932651964297465,0.0,1.0,0.006734803570253467,0.9932651964297465,1.0,0.0,65.03367401785127,20.006734803570254,62.026939214281015,0.006734803570253467,distinction
0.0,1.0,0.1314429717505392,0.0,0.8685570282494608,0.0,0.0,1.0,0.1314429717505392,0.8685570282494608,0.1314429717505392,0.0,1.0,0.8685570282494608,0.1314429717505392,1.0,0.0,0.0,1.0,70.0,23.342785141247305,52.262885943501075,0.8685570282494608,distinction
0.564639857896202,0.43536014210379803,0.0,0.43536014210379803,0.564639857896202,0.0,0.43536014210379803,0.564639857896202,0.0,0.0,0.564639857896202,0.43536014210379803,0.0,0.564639857896202,0.0,0.0,0.564639857896202,1.0,0.0,70.1292797157924,25.918241278934183,54.25855943158481,1.435360142103798,distinction
1.0,0.0,0.5166275918542753,0.0,0.0,0.0,0.4833724081457247,1.0,0.4833724081457247,0.0,0.4833724081457247,0.0,0.0,0.5166275918542753,0.4833724081457247,0.0,1.0,0.4833724081457247,0.0,82.16627591854275,16.066510367417102,77.0665103674171,1.0,distinction
0.0,0.0,0.0,0.715399617695319,1.0,0.715399617695319,0.284600382304681,0.284600382304681,1.0,0.0,0.284600382304681,0.0,1.0,0.284600382304681,0.0,0.284600382304681,0.715399617695319,0.715399617695319,0.284600382304681,61.56920076460936,8.430799235390637,80.69980496996085,0.715399617695319,distinction
0.0,1.0,0.4827905723064706,0.5172094276935294,1.0,0.0,0.5172094276935294,1.0,0.0,0.5172094276935294,0.0,0.0,0.5172094276935294,0.5172094276935294,0.4827905723064706,0.4827905723064706,0.5172094276935294,0.0,1.0,64.10325656616118,19.55162828308059,89.44837171691941,1.9655811446129412,distinction
0.8481814982799472,0.15181850172005285,0.0,0.15181850172005285,0.15181850172005285,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8481814982799472,0.8481814982799472,0.0,0.8481814982799472,0.15181850172005285,1.0,0.0,96.45545550516016,24.151818501720054,90.57090397247916,1.6963629965598943,distinction
0.0,1.0,0.6851745132777806,0.31482548672221944,1.0,0.0,0.6851745132777806,1.0,0.6851745132777806,0.31482548672221944,0.0,1.0,0.0,0.6851745132777806,0.0,0.0,1.0,0.31482548672221944,0.6851745132777806,98.0,28.425872566388904,92.05552353983335,1.0,distinction
0.0,1.0,0.7099559718220134,0.2900440281779866,1.0,0.0,0.7099559718220134,1.0,0.7099559718220134,0.2900440281779866,0.0,1.0,0.0,0.7099559718220134,0.0,0.0,1.0,0.2900440281779866,0.7099559718220134,98.0,28.549779859110068,92.12986791546604,1.0,distinction
0.0,0.798536078946467,0.798536078946467,0.20146392105353295,1.0,0.798536078946467,0.20146392105353295,1.0,0.798536078946467,0.0,0.0,0.0,0.798536078946467,0.798536078946467,0.20146392105353295,0.0,0.0,0.0,1.0,75.40292784210706,22.402927842107065,64.18682471051821,2.201463921053533,distinction
0.7347914630031709,0.2652085369968291,0.0,1.0,1.0,0.7347914630031709,0.2652085369968291,1.0,0.0,0.7347914630031709,0.0,0.0,0.2652085369968291,0.0,0.2652085369968291,0.2652085369968291,0.7347914630031709,0.0,1.0,80.87833170402537,15.469582926006343,92.79562561099048,1.4695829260063418,distinction
0.0,0.0,0.0,0.8302407986071735,1.0,0.8302407986071735,0.16975920139282652,0.16975920139282652,1.0,0.0,0.16975920139282652,0.0,1.0,0.16975920139282652,0.0,0.16975920139282652,0.8302407986071735,0.8302407986071735,0.16975920139282652,61.33951840278565,8.660481597214346,79.20686961810675,0.8302407986071735,distinction
